id,value
id_0,25.63237439
id_1,63.5335763831
id_2,18.456355845
id_3,28.2262522151
id_4,9.13206418663
id_5,28.1964902079
id_6,41.795934694
id_7,16.9327907234
id_8,51.2202958685
id_9,31.3431305055
id_10,37.7594559475
id_11,58.1487385317
id_12,36.4213817642
id_13,36.006843854
id_14,28.7803825397
id_15,12.5074920224
id_16,52.1349205172
id_17,22.641874521
id_18,14.9316662252
id_19,16.7307456486
id_20,16.4089607187
id_21,29.922344181
id_22,39.8891497434
id_23,10.9881998176
id_24,61.9037174919
id_25,45.2286484726
id_26,27.5134670303
id_27,6.77975885648
id_28,29.8270607511
id_29,36.0559951746
id_30,16.7418450897
id_31,11.7037911827
id_32,16.1968977896
id_33,8.26542609342
id_34,15.2639535891
id_35,45.2636200257
id_36,24.6781121558
id_37,28.9663003737
id_38,3.22015880114
id_39,57.2148625594
id_40,45.0159374984
id_41,23.2497048758
id_42,53.2891319644
id_43,19.2484732751
id_44,42.7365787181
id_45,49.6656839096
id_46,58.4424845344
id_47,41.1803118342
id_48,54.7286793155
id_49,37.3254086714
id_50,31.6949181572
id_51,22.5466247593
id_52,42.8757783413
id_53,25.0911195221
id_54,35.883653481
id_55,37.6004186673
id_56,25.0283792399
id_57,21.5821480624
id_58,35.4440400158
id_59,33.9251743048
id_60,10.3077121126
id_61,24.0734471837
id_62,31.5694022674
id_63,49.9333670667
id_64,49.9279602444
id_65,26.6883091825
id_66,37.0703574122
id_67,51.9483255518
id_68,29.6720052702
id_69,40.4675258336
id_70,64.3923061003
id_71,55.9838401709
id_72,40.7609312805
id_73,15.187786238
id_74,14.0374613441
id_75,35.0515306629
id_76,61.6385690762
id_77,2.58822624474
id_78,42.4547381518
id_79,42.4378718529
id_80,8.0674541629
id_81,20.6460622051
id_82,5.92035077045
id_83,31.8093686452
id_84,7.69310881819
id_85,4.50752653838
id_86,17.2827747873
id_87,10.5933848957
id_88,20.883804858
id_89,21.2261138543
id_90,35.4923052603
id_91,11.0152960132
id_92,11.3824426493
id_93,11.7682325522
id_94,36.0636591217
id_95,15.2144634866
id_96,16.9521730776
id_97,8.82863433163
id_98,10.5100912121
id_99,5.36309360654
id_100,9.96347132765
id_101,18.1794462227
id_102,10.9318739727
id_103,9.34934785303
id_104,13.5752891967
id_105,34.8146657277
id_106,22.8076128023
id_107,9.19303851771
id_108,18.9546213691
id_109,16.9364049331
id_110,10.8063578622
id_111,14.0502343488
id_112,16.8695747373
id_113,23.1018486402
id_114,20.1144205835
id_115,15.8326558501
id_116,9.76540293063
id_117,42.7915577363
id_118,24.9463014794
id_119,1.72380340163
id_120,-0.203434574596
id_121,10.3775042031
id_122,11.9100735395
id_123,11.0975504423
id_124,6.63901764266
id_125,24.9497443304
id_126,23.8532495223
id_127,8.65059786375
id_128,18.6930352905
id_129,11.8150598012
id_130,-0.868423125637
id_131,31.1129066065
id_132,16.0977738145
id_133,23.2833636933
id_134,27.0355350169
id_135,25.7147021257
id_136,10.8960016558
id_137,23.6381326596
id_138,76.6872127771
id_139,62.4420527112
id_140,28.813250271
id_141,18.6607675785
id_142,24.112804579
id_143,7.53426159432
id_144,16.1910187329
id_145,10.1208372017
id_146,19.530959005
id_147,7.63283376377
id_148,11.3019425301
id_149,15.5045009211
id_150,43.1356096862
id_151,18.3521551368
id_152,21.4086154593
id_153,12.9248357189
id_154,15.2148447876
id_155,23.8688972469
id_156,22.3522197504
id_157,37.0262011202
id_158,4.85014228227
id_159,21.9461228637
id_160,39.1968136102
id_161,19.1026293756
id_162,59.6843237583
id_163,16.0352496158
id_164,33.9738181092
id_165,25.3386915123
id_166,22.7185270893
id_167,0.630586987757
id_168,67.7240564518
id_169,14.949686535
id_170,15.7572313826
id_171,68.4180367627
id_172,18.9682618085
id_173,3.31069911816
id_174,25.1534429687
id_175,-0.808478331103
id_176,9.73535372498
id_177,18.3237442205
id_178,21.5243359201
id_179,24.2963672024
id_180,42.0007668665
id_181,35.6012870279
id_182,31.6437096298
id_183,15.2068499487
id_184,6.14473968864
id_185,42.3444781331
id_186,35.0197676369
id_187,33.223275044
id_188,15.3791873624
id_189,24.6467181835
id_190,14.9882227468
id_191,15.047200624
id_192,29.0125686195
id_193,72.8363905222
id_194,32.9543497631
id_195,10.3758435265
id_196,62.2174615158
id_197,18.2335120945
id_198,20.1393387631
id_199,20.6003707182
id_200,119.754637174
id_201,22.4444577483
id_202,58.5000613513
id_203,4.92285696461
id_204,58.8178763469
id_205,33.3924684991
id_206,13.9398416513
id_207,16.1931248642
id_208,59.8952643962
id_209,14.0650370192
id_210,40.6780205518
id_211,67.1510214971
id_212,19.6034435218
id_213,115.576581029
id_214,39.923840261
id_215,75.477570799
id_216,87.0045801987
id_217,70.3866797636
id_218,31.4624491236
id_219,23.7669964529
id_220,29.7644703785
id_221,56.8140234606
id_222,25.781652474
id_223,37.1052275908
id_224,43.9917341244
id_225,10.2413999682
id_226,6.06348450737
id_227,80.8554703458
id_228,29.1951911162
id_229,0.972246249065
id_230,39.5807441208
id_231,14.6625212933
id_232,22.3003724524
id_233,6.30123373939
id_234,17.4072247743
id_235,25.3089735735
id_236,14.1860135625
id_237,2.82559144401
id_238,25.2035022232
id_239,15.4550396403
