id,value
id_0,25.8723248413
id_1,64.1571973973
id_2,25.1372157023
id_3,32.7235831816
id_4,6.7689816897
id_5,22.6163467714
id_6,42.7110954288
id_7,18.4993901348
id_8,55.244183508
id_9,29.1541878372
id_10,39.1987176425
id_11,58.3968214583
id_12,43.3091983731
id_13,27.1536527918
id_14,32.5901210766
id_15,12.3122823096
id_16,60.4993729572
id_17,22.2007397832
id_18,11.9341877751
id_19,14.4148444444
id_20,13.5603967513
id_21,28.694942046
id_22,37.8287075183
id_23,7.3536327528
id_24,61.1240570666
id_25,40.7043068818
id_26,24.0913470669
id_27,10.2448728802
id_28,30.816008326
id_29,30.1520519901
id_30,10.7544942859
id_31,10.0198102209
id_32,16.8389953598
id_33,4.81734773534
id_34,19.2770474338
id_35,50.2878688535
id_36,24.317411121
id_37,33.0074775703
id_38,4.85583111178
id_39,56.3297356011
id_40,43.4995257814
id_41,28.7684804642
id_42,51.6170220744
id_43,20.3679551265
id_44,41.1698551964
id_45,57.3725778742
id_46,63.2747951813
id_47,41.926671595
id_48,46.7406008266
id_49,30.1233694704
id_50,35.2150955831
id_51,21.8214974898
id_52,48.5210317356
id_53,24.9792656472
id_54,36.4688722191
id_55,42.6553801554
id_56,24.8420291757
id_57,22.0115543826
id_58,42.9228696467
id_59,39.7150499763
id_60,7.76375243258
id_61,34.8493355295
id_62,29.9544181534
id_63,45.848367255
id_64,48.5138914323
id_65,28.1827469487
id_66,39.140606216
id_67,54.9137090179
id_68,27.1731191349
id_69,40.2756598492
id_70,63.2323872375
id_71,61.1069364203
id_72,34.5059749585
id_73,11.7295958101
id_74,11.5999574256
id_75,35.7426423941
id_76,59.1607246103
id_77,5.77278796887
id_78,50.7982495329
id_79,42.4274241108
id_80,8.90745285587
id_81,20.3523878205
id_82,7.08921294772
id_83,38.7463564351
id_84,6.50763000611
id_85,7.20688234665
id_86,13.1317971273
id_87,11.3292683081
id_88,20.8203123464
id_89,20.1376011892
id_90,30.8785909565
id_91,10.0854595789
id_92,18.8651955042
id_93,11.1678083759
id_94,35.1773410582
id_95,16.8423525322
id_96,13.4014217321
id_97,7.51112400863
id_98,7.42413526227
id_99,8.56627321449
id_100,9.73087602238
id_101,21.4849116679
id_102,8.88702129701
id_103,7.18297828266
id_104,14.4660823037
id_105,29.9203010051
id_106,23.1345062235
id_107,11.9066545935
id_108,24.9333930715
id_109,21.0958212264
id_110,10.4471545011
id_111,11.2253334903
id_112,16.5864466692
id_113,20.8317652853
id_114,23.5847353394
id_115,16.8377989762
id_116,15.2055702505
id_117,36.5977282223
id_118,20.8219820802
id_119,4.36940974615
id_120,0.824552897967
id_121,11.3647743972
id_122,12.087707175
id_123,9.89279430361
id_124,6.43796690137
id_125,24.4361169829
id_126,24.8946323545
id_127,11.2443029104
id_128,14.9207191286
id_129,14.3434803654
id_130,1.92027420556
id_131,29.5382028044
id_132,20.1769305392
id_133,37.2419544527
id_134,25.5959686655
id_135,21.880888437
id_136,15.0445671479
id_137,22.6294131656
id_138,74.2160603308
id_139,70.3945270021
id_140,30.6250583224
id_141,12.7023758269
id_142,21.7419309555
id_143,9.18748227973
id_144,19.2385932437
id_145,9.87754941345
id_146,14.5115149803
id_147,7.10043165063
id_148,11.5919851811
id_149,13.2821851476
id_150,36.7994195692
id_151,13.6129716928
id_152,21.0499492769
id_153,10.5690001079
id_154,21.6963662839
id_155,27.2131600957
id_156,14.554481031
id_157,33.5256988556
id_158,9.62810905102
id_159,15.5826992565
id_160,42.286440752
id_161,17.9682562978
id_162,54.8880670973
id_163,15.849579187
id_164,34.0612187446
id_165,26.6959813177
id_166,20.2224030491
id_167,0.625017453813
id_168,68.0025853344
id_169,20.873636315
id_170,17.3214598735
id_171,64.7373833456
id_172,14.7474320729
id_173,4.90841229245
id_174,30.4007209049
id_175,3.26126156
id_176,8.94415153946
id_177,21.4894139084
id_178,22.4059044568
id_179,19.6936734397
id_180,40.3746214565
id_181,37.1181472628
id_182,36.1644851465
id_183,17.1691046334
id_184,4.12205123845
id_185,42.5588154384
id_186,32.3124594392
id_187,29.8230401239
id_188,13.3024871811
id_189,22.9767136444
id_190,13.3772759709
id_191,12.168700581
id_192,29.5697757775
id_193,81.574457672
id_194,37.5479722133
id_195,10.0479494724
id_196,63.9800444344
id_197,16.4161958887
id_198,18.5027083137
id_199,22.8263474381
id_200,112.53399179
id_201,23.4639894966
id_202,60.5064675949
id_203,7.17343549061
id_204,61.5358527538
id_205,24.7371982512
id_206,7.17852710872
id_207,17.9118855689
id_208,63.8588018491
id_209,20.0787745163
id_210,36.871782747
id_211,71.9398357327
id_212,24.1330240631
id_213,135.507704431
id_214,35.5796239855
id_215,85.4656666088
id_216,78.4441866137
id_217,69.8124066519
id_218,35.7330308861
id_219,31.823514427
id_220,33.0957586083
id_221,65.4331281085
id_222,26.2505707987
id_223,39.0980580558
id_224,47.1978289933
id_225,6.44328395523
id_226,5.02663512489
id_227,70.0567180658
id_228,28.0980117717
id_229,0.231828231488
id_230,39.9119108626
id_231,13.3427624781
id_232,19.5516934611
id_233,1.47749605505
id_234,19.6139256088
id_235,18.1741746445
id_236,12.7618760529
id_237,1.93925269207
id_238,28.4547646315
id_239,5.14510595533
