id,value
id_0,28.3542275009
id_1,61.4493530004
id_2,21.6275753634
id_3,28.8164570607
id_4,11.7426179053
id_5,28.8596842108
id_6,40.9037565746
id_7,17.6519639059
id_8,48.7882002264
id_9,34.7884927602
id_10,39.8581230172
id_11,61.9938438726
id_12,41.4674853719
id_13,34.6965569313
id_14,28.1437688003
id_15,12.3559602775
id_16,57.8416671265
id_17,20.0270566904
id_18,15.6452152705
id_19,17.796835804
id_20,14.0213864157
id_21,24.7469093198
id_22,38.1541245565
id_23,6.81142063585
id_24,62.0944109515
id_25,47.7474494729
id_26,28.7417500356
id_27,9.0473513113
id_28,29.0329720614
id_29,35.9870767865
id_30,16.0752607348
id_31,11.1581921858
id_32,15.2158422387
id_33,4.04492939057
id_34,18.0043371187
id_35,45.0945468541
id_36,23.0468012449
id_37,31.9792687158
id_38,5.18767701582
id_39,62.747591495
id_40,46.7512535689
id_41,18.3595495547
id_42,52.2109401518
id_43,17.2972010019
id_44,46.2293090481
id_45,55.92329142
id_46,68.1134252689
id_47,38.968548584
id_48,52.7368592329
id_49,42.0715602769
id_50,32.0857592759
id_51,21.1039387688
id_52,50.6179244963
id_53,28.9915952139
id_54,38.7573985865
id_55,42.8066506172
id_56,26.7658109063
id_57,20.0018215121
id_58,42.3244764711
id_59,35.1268447561
id_60,11.8388934326
id_61,28.1349752861
id_62,30.9179677703
id_63,53.5531716236
id_64,51.7525420643
id_65,29.0208519276
id_66,41.7895767339
id_67,58.1739275528
id_68,28.8551229491
id_69,41.2529275351
id_70,66.1787930127
id_71,57.123595128
id_72,43.0045573146
id_73,11.1920592032
id_74,11.7046920496
id_75,35.9002120244
id_76,63.0619248143
id_77,3.94491294827
id_78,51.0104421969
id_79,40.9665519698
id_80,6.25469093628
id_81,20.9580846464
id_82,9.83902527027
id_83,39.1614360356
id_84,9.01788803775
id_85,3.0268030847
id_86,15.9787873615
id_87,10.7259939067
id_88,11.9648745734
id_89,21.8500280411
id_90,30.9245259792
id_91,10.8104715843
id_92,12.8794675404
id_93,10.2768336089
id_94,34.8940100681
id_95,14.1873450882
id_96,13.2741014681
id_97,5.95360651907
id_98,9.65163546907
id_99,2.84131232007
id_100,12.3461119445
id_101,19.6903674871
id_102,7.10363815959
id_103,3.18327647076
id_104,16.7571400917
id_105,36.7302674149
id_106,25.5546847947
id_107,10.0521947457
id_108,20.3678037493
id_109,20.026283211
id_110,9.64435777547
id_111,11.9025283406
id_112,13.3094547436
id_113,25.8232639645
id_114,24.8551010049
id_115,13.8658118315
id_116,15.251575731
id_117,40.0910889716
id_118,27.931250125
id_119,1.08871486731
id_120,2.10997625501
id_121,12.3817315508
id_122,15.1649991313
id_123,12.9175990054
id_124,3.71165884466
id_125,26.422238602
id_126,25.6442519321
id_127,12.8291709074
id_128,16.0118582054
id_129,14.9612939679
id_130,2.94553259371
id_131,35.7952495564
id_132,17.2618690195
id_133,33.0734451126
id_134,25.539493692
id_135,23.3181481108
id_136,10.8571209302
id_137,20.6219887768
id_138,79.996291402
id_139,71.2179279113
id_140,30.1098011553
id_141,15.0622719395
id_142,25.6901515819
id_143,7.35103042581
id_144,16.1629359729
id_145,8.01067921319
id_146,20.1426534379
id_147,6.0757477594
id_148,12.1433014574
id_149,17.0677726614
id_150,48.0685579037
id_151,14.4925088905
id_152,22.0321451413
id_153,13.8730409337
id_154,18.1414128434
id_155,28.9116045125
id_156,16.8174301553
id_157,36.106953355
id_158,0.99758788867
id_159,16.009803273
id_160,39.1115794074
id_161,18.8089291922
id_162,49.6485933353
id_163,18.0935021556
id_164,40.0506295793
id_165,26.8482923901
id_166,18.3815723122
id_167,0.045308319188
id_168,71.2170259304
id_169,17.9350728708
id_170,17.216151012
id_171,70.0510988857
id_172,20.5247207539
id_173,2.18958790472
id_174,26.323750407
id_175,-0.169071153217
id_176,7.12478842573
id_177,17.8816458025
id_178,22.1466077166
id_179,19.1345339387
id_180,42.9912874248
id_181,34.2636994265
id_182,33.5718194173
id_183,13.4284156464
id_184,7.73218969686
id_185,43.1546734643
id_186,36.1560649759
id_187,31.7656371388
id_188,12.0131253458
id_189,22.99385865
id_190,12.1742766408
id_191,13.1538502783
id_192,32.9775207712
id_193,84.5845880916
id_194,33.4499134967
id_195,10.806149246
id_196,62.7381094618
id_197,18.3627196619
id_198,20.1535259562
id_199,22.9444028732
id_200,133.547349161
id_201,26.0374905258
id_202,61.9302051666
id_203,3.64644471896
id_204,66.0223233185
id_205,33.5639749713
id_206,15.7305692067
id_207,16.173299493
id_208,67.5444490232
id_209,12.7689603247
id_210,34.3082641199
id_211,75.0672815279
id_212,23.9754165932
id_213,131.151552676
id_214,38.735211671
id_215,88.7626836453
id_216,92.525069808
id_217,72.9749025831
id_218,33.1138484844
id_219,24.3069442542
id_220,31.2344504022
id_221,56.8417341314
id_222,28.6778717387
id_223,44.8280177938
id_224,49.0965074767
id_225,5.19686376279
id_226,3.30501551035
id_227,72.2221858901
id_228,25.9148449146
id_229,-0.111672452011
id_230,39.1728655744
id_231,13.7092844249
id_232,21.6360135909
id_233,3.66549828912
id_234,17.0882479046
id_235,21.033529172
id_236,14.9823417766
id_237,-0.0218454679929
id_238,26.1609004151
id_239,0.629848095948
